Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Afghanistan,AFG,575.356,570.111,642.693,641.458,762.193,764.443,639.184,637.127,542.567,521.198,510.052,502.877,499.627,393.724,422.588,390.447,381.229,374.88,401.359,357.328,355.447,349.36,331.54,321.913,313.483,310.94,314.837,318.012,305.06,293.605,288.75,282.654,277.057,271.596,274.007,278.424,274.045,311.655,319.849,305.768,318.587,342.158,329.563,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Albania,ALB,138.768,137.798,136.635,135.146,134.115,133.755,131.735,129.084,128.714,127.84,127.21,125.625,123.24,121.291,119.91,118.502,116.932,134.619,113.276,112.103,110.606,109.086,107.491,106.344,105.25,104.528,104.124,97.193,97.633,96.591,95.606,94.095,93.879,93.142,89.576,86.126,82.916,79.586,76.657,74.029,114.508,122.111,118.03,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Algeria,DZA,357.691,336.287,313.904,291.68,265.398,244.692,230.092,220.773,199.963,201.13,198.029,197.356,199.727,199.93,214.589,213.963,187.98,183.983,181.296,164.327,159.175,152.528,147.159,143.015,138.371,134.892,132.766,131.201,127.462,121.076,117.447,115.023,116.076,111.636,107.89,101.649,99.763,100.076,97.97,95.854,114.976,95.798,91.602,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Angola,AGO,521.651,515.358,513.248,541.646,539.274,533.556,530.007,582.573,566.657,561.656,559.379,508.697,544.587,587.898,553.672,437.717,433.677,432.576,477.222,495.987,469.15,481.08,454.962,409.718,400.21,391.77,389.257,376.381,367.605,359.053,353.366,345.748,337.853,332.765,326.818,321.296,316.08,308.611,308.888,305.594,313.481,331.364,323.663,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Antigua and Barbuda,ATG,179.298,177.189,176.142,175.082,173.896,172.895,172.448,172.167,171.261,170.813,169.417,169.047,169.4,165.86,165.3,165.184,164.399,163.887,164.165,160.669,160.223,156.059,150.197,148.333,144.764,147.158,149.647,146.949,144.838,141.644,139.37,135.478,132.069,128.908,125.117,121.164,117.334,114.053,110.404,106.9,104.003,100.408,104.913,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Argentina,ARG,244.167,241.376,245.044,238.57,241.856,231.05,223.76,216.781,208.954,204.05,197.946,192.838,191.719,191.683,177.904,181.927,180.225,187.009,181.185,178.221,176.243,174.541,174.967,174.324,165.484,163.848,159.537,167.463,157.517,152.466,154.367,150.196,148.625,147.396,142.238,143.506,147.558,140.418,138.893,136.151,147.707,147.702,142.424,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Armenia,ARM,241.404,239.723,237.73,237.569,232.481,223.49,224.024,223.877,399.706,224.416,224.303,234.679,242.123,242.262,241.152,236.993,232.515,225.56,219.246,224.83,220.374,218.454,218.658,216.755,214.647,214.088,212.612,207.825,210.157,206.479,200.962,200.982,194.311,194.234,191.787,186.538,185.84,182.583,182.054,176.089,249.284,260.344,231.161,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Aruba,ABW,218.434,206.703,203.559,202.547,200.57,199.116,197.608,187.741,179.996,180.445,179.24,178.4,177.512,176.512,175.45,174.545,172.4,171.553,170.704,169.87,169.694,167.748,166.186,164.507,168.074,162.698,156.245,149.887,156.53,150.283,143.427,141.362,139.318,138.647,136.992,135.037,134.258,130.629,127.002,124.312,124.099,140.466,137.216,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Australia,AUS,165.1,160.649,157.021,148.861,145.955,142.205,136.867,136.15,132.608,130.174,123.906,118.763,116.61,112.772,112.33,108.979,107.832,104.411,103.662,101.033,97.967,93.793,90.801,89.052,86.332,85.447,82.945,84.719,82.004,81.768,78.634,78.281,75.751,75.516,76.934,78.367,76.101,77.31,74.055,75.193,73.018,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Austria,AUT,196.728,195.045,194.788,193.926,190.093,181.016,175.215,167.866,161.972,160.44,155.102,157.686,152.976,149.83,145.837,145.169,140.538,135.068,131.611,125.913,126.568,122.892,120.026,115.817,114.612,111.759,105.344,104.253,99.617,103.061,100.315,94.356,91.335,89.369,85.621,84.688,80.37,79.032,79.401,75.489,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Azerbaijan,AZE,325.966,321.071,318.222,309.213,307.637,305.567,306.109,304.307,303.129,304.136,314.24,325.324,352.99,353.998,342.856,321.715,311.25,309.818,299.734,289.261,279.173,271.459,258.787,252.257,242.16,240.138,230.967,225.228,220.232,214.152,211.863,207.765,206.836,198.338,196.675,194.524,191.442,185.275,174.7,168.65,319.122,263.766,167.136,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Bahamas, The",BHS,293.064,290.019,276.602,261.962,264.803,270.503,270.852,277.194,273.552,266.017,259.214,278.999,252.198,254.627,251.671,255.733,257.669,254.615,247.19,241.935,238.701,239.576,238.087,236.227,234.585,232.48,233.154,235.299,238.25,243.44,240.973,241.21,238.184,235.541,230.208,231.769,228.659,228.923,226.164,234.53,236.261,252.293,219.573,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bahrain,BHR,149.879,144.282,143.894,142.472,135.904,135.698,133.811,132.565,131.172,130.265,129.677,126.462,126.604,120.125,122.785,122.603,119.462,122.316,125.295,118.942,114.508,106.683,105.484,100.451,98.418,94.357,91.973,86.546,79.417,73.671,69.082,68.72,67.232,66.609,66.019,64.528,63.291,61.813,59.62,58.199,59.491,61.659,59.533,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bangladesh,BGD,258.701,257.461,258.261,256.822,256.894,259.094,255.916,256.403,263.158,261.751,248.913,270.244,246.982,248.993,245.892,239.508,239,225.483,193.545,162.256,180.505,182.506,185.6,189.195,187.124,190.792,194.908,204.381,203.853,197.76,184.205,184.447,182.932,193.102,183.411,176.354,169.798,161.494,149.093,153.103,156.333,163.031,146.961,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Barbados,BRB,180.229,172.296,166.498,164.062,164.88,163.27,164.382,163.364,170.697,174.477,175.302,176.336,177.734,179.335,184.388,181.453,179.071,182.326,180.908,175.222,170.064,165.536,162.735,160.225,151.388,147.249,145.439,142.715,141.76,141.152,138.273,135.861,134.528,133.051,131.902,130.876,129.608,128.78,127.555,126.348,125.431,123.948,120.529,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Belarus,BLR,277.656,279.223,279.032,282.453,298.328,275.577,241.926,246.357,250.118,273.41,281.951,294.245,310.855,343.266,348.399,363.728,358.553,360.641,370.602,375.925,354.094,369.56,383.421,372.783,362.612,369.192,355.849,332.936,334.107,330.003,334.194,336.426,287.27,273.671,261.217,245.384,234.903,227.765,231.323,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Belgium,BEL,174.655,167.942,166.775,165.437,159.444,157.099,152.39,149.756,144.186,141.13,138.666,138.318,135.539,136.689,136.48,136.967,132.434,131.229,129.023,131.877,130.497,128.037,124.715,122.423,116.535,114.317,110.936,109.303,111.648,107.237,102.286,100.409,99.119,94.41,91.495,89.437,86.252,82.997,80.464,77.72,82.326,80.681,77.971,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Belize,BLZ,192.869,189.08,189.948,192.882,193.763,176.921,183.507,180.085,174.463,181.345,179.999,188.703,193.047,198.07,202.468,210.842,218.125,228.278,240.704,243.323,249.238,255.526,256.73,255.946,252.316,249.934,243.525,238.146,231.789,224.4,218.85,212.918,203.065,194.17,203.784,208.195,204.54,201.648,199.067,194.636,239.508,277.53,261.877,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Benin,BEN,394.62,392.158,389.148,387.996,388.088,377.752,368.625,362.882,351.124,348.874,342.23,341.19,336.054,327.373,320.438,311.478,304.524,302.338,305.436,303.385,306.59,305.665,305.086,306.773,304.929,305.453,302.412,299.276,300.589,301.092,295.587,295.577,289.894,291.195,288.604,289.617,287.304,286.886,282.252,282.721,288.981,302.469,301.966,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bermuda,BMU,185.981,196.474,190.668,191.819,184.931,191.574,202.451,199.594,193.356,195.79,186.811,179.417,171.805,177.528,168.591,154.864,150.345,140.641,140.977,136.82,124.81,115.647,110.416,113.172,114.567,125.126,125.99,123.995,120.61,120.639,121.185,114.953,117.284,117.581,109.544,104.001,107.884,105.956,101.461,98.475,97.284,130.443,93.774,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bhutan,BTN,416.429,407.428,398.295,389.322,380.52,373.174,364.396,355.259,347.193,339.517,332.247,325.251,316.383,308.547,302.322,293.068,285.298,278.411,270.664,263.03,264.597,249.39,242.673,235.885,229.534,223.502,217.88,210.845,204.248,199.088,192.865,188.3,182.983,178.033,173.848,169.981,166.636,163.744,160.834,158.172,155.847,153.312,150.61,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bolivia,BOL,334.656,331.242,329.304,328.793,323.501,321.865,318.332,315.601,308.924,304.598,299.363,294.206,288.593,283.508,282.113,279.276,276.555,269.021,266.354,265.18,262.85,260.641,258.73,259.45,255.545,253.542,250.508,250.22,247.288,244.255,243.995,241.179,242.257,238.837,237.511,235.818,231.146,231.098,231.694,231.108,316.665,334.831,302.057,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bosnia and Herzegovina,BIH,214.932,214.406,214.137,214.056,212.365,212.908,210.714,200.754,202.134,200.596,197.184,204.065,680.794,691.882,391.839,254.919,181.393,176.952,170.979,159.58,166.773,159.869,155.042,146.196,138.219,149.687,138.381,137.161,127.666,123.854,119.015,115.644,114.47,117.11,118.933,109.237,100.543,97.011,92.691,88.494,97.159,108.895,108.709,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Botswana,BWA,366.44,362.952,359.928,357.434,359.677,359.335,367.595,380.49,403.375,422.188,448.144,474.359,497.7,493.239,541.289,557.788,556.589,563.429,578.733,591.988,602.93,611.28,618.624,613.393,600.525,589.476,541.747,504.234,469.88,457.187,418.544,414.743,406.493,389.904,375.821,336.805,297.446,269.544,288.806,302.053,292.178,399.51,296.6,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Brazil,BRA,268.277,264.199,260.509,257.068,254.119,251.13,247.916,244.805,241.668,238.281,244.86,242.386,239.996,237.27,234.153,233.784,230.186,228.055,226.144,225.198,230.417,227.474,227.348,224.274,221.774,212.949,210.546,206,201.022,197.694,195.948,193.011,190.624,184.185,177.824,178.498,178.499,170.492,165.432,161.413,189.684,217.709,203.038,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,British Virgin Islands,VGB,201.332,184.983,165.568,151.088,140.773,127.285,126.284,125.181,123.05,118.643,113.837,113.978,112.158,105.547,106.956,103.878,107.574,112.473,114.041,123.229,124.751,125.023,123.741,119.976,116.772,117.055,111.672,115.459,108.862,114.189,109.523,109.896,110.226,111.073,111.53,111.941,112.337,117.132,112.802,113.112,113.069,129.482,109.081,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Brunei Darussalam,BRN,207.276,206.576,205.934,205.125,203.752,202.906,200.825,198.947,196.794,194.413,191.778,188.571,185.77,182.452,179.035,175.558,171.768,168.345,164.994,161.836,158.94,156.135,154.119,152.003,150.651,149.2,148.268,147.573,147.046,146.836,146.521,146.055,146.071,145.907,145.708,145.427,144.963,144.372,143.807,142.554,141.401,140.073,141.119,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bulgaria,BGR,190.34,188.293,197.349,198.158,202.666,210.854,208.534,206.517,210.212,217.849,219.412,212.446,229.642,240.227,246.715,245.658,238.023,244.071,241.483,222.457,225.005,222.768,218.165,215.846,215.996,219.427,218.686,212.03,208.154,203.75,196.902,194.111,187.916,184.811,190.232,185.528,187.257,183.956,183.928,182.115,206.104,234.351,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Burkina Faso,BFA,370.002,368.234,359.443,354.347,347.425,346.776,349.575,354.478,355.842,358.196,356.84,357.638,358.834,365.791,368.128,367.538,369.154,374.997,369.141,369.555,366.688,366.312,365.523,360.088,354.325,351.838,344.049,339.111,330.469,322.636,319.932,314.764,310.083,310.402,306.192,301.792,297.436,298.461,292.891,299.581,311.696,324.48,318.367,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Burundi,BDI,419.18,409.591,402.717,399.213,403.644,413.059,429.563,449.514,555.237,492.454,508.475,518.818,518.45,660.79,517.332,522.927,520.728,501.401,482.385,462.708,482.131,471.204,436.177,416.893,396.709,384.544,375.288,364.779,360.133,352.29,341.706,335.692,329.066,322.204,316.675,324.309,311.654,302.935,304.925,298.476,316.134,314.266,309.539,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cabo Verde,CPV,263.674,266.993,269.019,274.751,280.833,275.429,272.662,268.372,265.271,264.813,262.138,263.595,262.251,265.528,269.261,291.824,273.139,272.771,266.097,266.157,265.237,246.257,239.94,232.484,228.898,213.133,222.929,216.889,212.941,211.207,203.978,193.617,182.879,185.747,185.294,196.447,181.065,169.145,181.839,179.193,192.178,203.608,194.151,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cambodia,KHM,524.231,520.697,514.912,504.161,493.7,482.221,472.379,396.837,378.76,383.343,372.735,357.451,350.676,347.357,341.803,334.032,335.415,324.943,321.753,314.332,305.293,293.302,284.663,272.432,259.27,253.708,247.02,240.908,234.076,224.665,224.289,219.421,211.76,211.913,204.043,203.957,204.574,197.252,198.608,197.16,200.73,218.555,214.495,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cameroon,CMR,361.893,357.324,350.807,345.519,347.125,337.38,341.697,338.317,339.248,341.928,345.614,349.937,354.584,360.609,372.5,380.438,388.612,390.934,396.06,399.434,395.686,395.275,391.114,385.507,384.747,382.55,376.144,374.115,368.844,363.508,360.66,354.076,347.23,339.178,338.369,329.934,319.044,311.281,314.242,305.191,329.202,340.068,330.334,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Canada,CAN,163.92,159.201,153.004,148.844,142.353,142.122,139.846,135.672,131.239,130.036,127.319,124.704,123.387,123.68,119.16,118.543,113.675,109.35,105.573,104.145,100.915,99.426,96.835,96.936,94.71,94.342,91.811,91.755,89.926,87.755,85.399,82.916,82.45,81.208,81.436,81.203,82.791,85.803,86.018,82.636,94.257,100.051,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Central African Republic,CAF,393.365,391.666,392.083,392.517,393.731,395.785,398.792,402.947,408.507,415.782,424.99,436.718,451.327,466.732,483.655,500.69,517.899,533.936,542.025,549.578,555.894,556.458,559.382,548.605,542.986,535.908,530.931,519.687,510.445,502.293,494.549,482.927,474.801,484.375,501.312,450.392,447.193,454.778,441.58,431.28,448.54,472.339,465.188,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Chad,TCD,470.141,469.125,463.323,460.885,455.307,432.171,445.404,569.704,421.147,429.171,499.509,424.47,424.283,416.234,415.454,411.438,408.452,406.433,410.791,410.404,417.052,408.133,411.054,407.937,415.437,416.281,428.049,422.428,420.374,419.903,417.437,414.004,408.93,409.912,406.878,405.939,394.835,399.137,394.251,393.335,408.621,423.49,418.778,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Channel Islands,CHI,152.994,146.736,131.199,143.492,115.716,125.444,121.524,109.212,103.544,101.53,102.488,104.686,94.651,110.185,91.12,94.214,91.779,88.702,82.424,81.946,79.633,78.288,81.591,74.603,70.523,68.639,66.341,62.369,61.636,64.008,62.913,58.93,60.933,59.85,57.618,60.164,60.79,60.939,60.678,60.298,61.081,61.255,58.736,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Chile,CHL,223.577,210.696,210.248,225.371,223.253,204.92,189.853,170.881,178.135,194.482,193.695,172.911,157.114,159.874,163.162,166.685,164.419,157.571,151.6,145.613,139.528,142.574,134.721,133.72,130.285,124.597,120.54,123.095,122.373,120.125,118.544,113.339,112.095,112.222,110.522,109.658,105.435,102.154,107.645,105.851,112.595,126.526,117.232,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,China,CHN,238.711,232.629,226.952,221.976,216.668,212.228,207.681,203.434,198.751,194.483,191.003,185.477,178.767,173.969,169.47,164.971,161.943,157.99,155.009,150.881,148.697,145.357,143.119,141.011,139.029,137.196,134.262,133.742,133.823,129.607,128.122,126.068,124.407,122.306,120.329,118.37,116.757,118.758,112.641,110.228,109.413,106.869,104.068,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Colombia,COL,235.392,234.745,233.111,234.188,235.906,260.912,244.487,252.045,258.863,262.116,265.112,264.313,261.802,256.138,251.645,247.129,245.113,242.298,240.59,238.17,232.155,228.275,219.658,210.221,203.565,196.049,189.986,184.985,177.216,169.218,164.817,160.142,155.564,151.666,148.231,145.399,143.184,141.091,141.458,142.284,166.27,212.26,195.552,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Comoros,COM,388.755,382.64,375.331,370.724,365.176,358.249,351.908,346.364,338.678,341.324,327.209,324.165,319.818,316.229,311.098,311.569,307.707,319.647,315.185,309.965,308.264,302.46,304.255,302.343,303.249,304.012,299.541,300.406,294.253,294.871,289.763,288.773,282.022,281.391,275.494,275.358,268.429,268.49,263.567,262.808,262.788,280.901,275.396,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Congo, Dem. Rep.",COD,419.175,417.502,417.681,413.923,413.481,410.884,409.787,402.172,402.181,395.93,393.723,388.97,388.55,390.67,384.525,381.003,414.77,393.583,448.566,447.373,373.778,370.546,374.11,365.246,354.336,349.555,343.96,339.957,338.34,337.885,330.062,322.34,323.133,320.187,314.684,315.912,310.328,305.592,302.056,301.147,313.209,335.196,328.119,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Congo, Rep.",COG,404.903,402.779,406.629,404.62,401.838,405.691,410.706,412.664,419.679,424.005,428.173,435.568,429.751,433.799,434.439,429.767,427.962,638.242,497.903,438.267,411.302,394.981,386.864,374.549,360.682,344.882,339.404,333.974,325.259,318.376,313.485,313.431,305.779,306.87,305.682,297.229,300.37,299.231,290.9,315.626,304.313,305.437,311.581,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Costa Rica,CRI,145.852,130.52,125.804,120.007,122.766,125.877,121.127,119.513,117.037,118.638,114.401,113.436,114.859,115.283,117.1,120.707,117.172,118.264,119.102,119.847,115.195,116.016,113.194,113.243,111.662,111.684,114.608,115.727,117.855,116.132,115.242,108.206,108.638,107.356,113.897,110.191,106.184,104.695,104.507,103.413,110.686,134.444,130.016,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cote d'Ivoire,CIV,357.877,357.551,359.963,359.342,362.826,363.343,366.952,370.883,376.616,380.712,389.642,398.421,404.455,410.859,417.968,423.354,428.618,427.311,438.719,440.648,448.859,453.502,456.337,462.066,454.472,448.346,439.935,430.127,421.207,411.821,401.861,395.216,383.756,376.871,366.067,360.727,353.555,353.168,345.839,343.882,349.567,362.548,356.528,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Croatia,HRV,236.517,240.224,245.946,260.748,240.94,230.774,222.978,222.423,218.701,215.431,212.355,267.79,210.759,200.271,189.56,204.88,186.869,187.982,188.877,186.985,178.283,176.632,176.413,177.677,166.015,166.393,158.655,159.698,155.357,149.715,142.919,135.598,133.857,125.021,119.722,121.652,112.71,110.411,106.448,99.528,104.715,110.749,98.538,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cuba,CUB,164.413,164.319,163.876,163.48,163.516,164.341,165.938,167.916,169.855,171.309,171.827,171.28,169.895,167.93,165.642,163.28,160.933,158.509,155.902,153.006,149.72,146.11,142.427,138.903,135.744,133.133,131.14,129.69,128.698,128.076,127.738,127.645,127.807,128.216,128.844,129.661,130.554,131.226,131.328,130.627,130.806,175.323,125.079,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Curacao,CUW,188.957,187.718,186.427,185.366,185.464,176.392,175.535,174.543,173.981,173.683,171.77,171.007,170.141,169.096,168.413,167.728,166.713,165.868,164.733,163.221,161.855,161.803,160.719,158.869,159.176,157.539,157.844,156.417,156.21,154.338,148.992,145.606,139.797,137.842,141.159,140.918,144.968,140.272,140.571,140.861,141.039,148.826,135.232,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Cyprus,CYP,179.437,178,177.834,169.948,171.589,167.597,164.611,160.927,160.352,154.395,150.175,146.479,142.805,138.357,134.853,132.505,128.409,125.741,123.356,120.82,117.36,113.675,109.878,107.598,105.907,104.754,101.976,98.245,96.7,93.729,90.736,86.822,83.245,80.092,76.363,74.01,74.143,71.269,67.594,67.953,69.678,66.897,65.481,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Czechia,CZE,229.167,223.508,218.756,227.013,224.882,222.947,222.727,217.996,216.212,215.515,230.775,217.618,215.332,203.075,200.855,195.299,190.31,188.897,179.468,176.295,172.623,167.58,164.947,166.235,159.881,154.618,146.736,145.864,143.699,138.751,135.428,131.678,125.77,120.745,114.572,112.244,109.118,109.159,110.448,107.105,111.913,126.9,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Denmark,DNK,166.792,165.79,164.534,164.817,161.521,162.215,161.742,162.611,156.782,159.536,155.211,150.624,147.322,146.046,145.665,142.308,141.132,133.328,128.913,127.693,125.917,123.926,124.075,121.097,118.165,111.142,115.834,115.937,107.446,106.703,104.849,97.155,92.572,90.145,86.724,82.945,82.426,78.186,77.895,73.629,71.498,68.914,70.881,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Djibouti,DJI,375.259,373.749,367.534,364.321,359.973,356.545,355.061,351.039,347.875,348.513,350.113,375.959,415.649,350.546,353.082,341.106,344.447,349.674,344.282,345.985,340.946,338.982,334.731,333.114,329.631,329.791,322.47,324.621,320.295,315.43,310.56,309.601,308.916,301.052,303.382,299.039,296.644,291.386,289.534,289.928,301.584,310.975,303.327,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Dominica,DMA,188.246,170.179,160.803,133.898,151.537,173.443,205.063,207.328,209.508,234.221,235.303,224.27,226.77,215.565,208.14,210.937,218.041,201.006,208.061,200.675,164.978,179.618,192.673,187.761,181.62,181.68,173.244,186.771,176.593,175.894,190.23,203.093,184.297,196.331,186.437,191.877,187.967,200.79,168.649,169.992,168.955,174.032,173.268,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Dominican Republic,DOM,258.526,253.373,248.225,243.737,240.224,238.104,237.181,237.002,236.957,236.363,234.53,231.546,228.248,225.417,223.81,224.449,227.182,231.001,235.488,237.996,238.7,236.907,233.165,228.194,224.608,216.892,211.653,207.356,203.413,200.811,199.188,199.776,198.685,198.442,197.638,195.897,193.207,190.068,187.661,186.726,198.832,205.723,182.338,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ecuador,ECU,233.83,230.694,228.315,227.019,224.221,222.724,221.406,220.182,218.954,217.696,216.034,216.59,212.98,211.71,208.268,206.473,204.528,202.76,200.584,197.606,194.621,190.959,187.344,183.85,180.931,179.016,177.944,176.966,175.707,172.863,168.309,161.901,154.901,148.173,142.674,139.174,139.034,138.002,139.401,141.688,213.076,198.146,132,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Egypt, Arab Rep.",EGY,294.896,292.719,289.781,283.76,276.719,272.506,268.952,260.271,254.066,244.281,242.398,234.84,234.045,230.118,232.3,230.611,228.068,225.111,222.037,220.847,222.621,220.876,219.834,226.371,225.71,227.408,227.08,227.538,225.917,222.504,220.484,218.292,213.631,215.247,208.015,204.216,198.622,189.703,185.95,182.015,185.848,198.911,199.952,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,El Salvador,SLV,626.624,690.112,590.403,590.272,516.183,457.544,443.497,409.493,367.029,462.017,382.027,356.657,349.081,348.985,346.654,340.702,331.8,321.59,312.708,304.201,299.971,304.371,301.081,305.176,305.469,305.435,301.978,296.964,291.136,285.605,279.998,276.573,275.131,276.703,281.871,291.402,302.876,308.258,299.113,270.557,293.265,299.725,290.111,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Equatorial Guinea,GNQ,404.018,399.332,396.322,392.789,391.968,390.108,386.89,383.552,382.749,382.254,377.6,376.978,377.054,373.763,372.726,372.045,372.521,368.348,364.076,363.542,359.711,355.21,352.223,347.115,343.786,341.416,336.607,333.55,329.31,328.137,325.384,320.682,316.112,313.154,312.676,308.122,302.471,302.801,296.427,291.035,318.217,321.862,313.243,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Eritrea,ERI,492.652,486.615,503.668,494.685,488.119,485.289,456.638,466.942,457.194,470.421,428.157,421.04,368.905,362.187,356.281,348.901,343.786,343.812,643.227,772.718,383.152,335.075,329.118,324.867,317.492,310.99,294.28,288.468,282.773,274.319,269.57,263.619,256.558,255.451,250.365,244.416,243.233,239.021,234.181,231.268,234.245,245.654,244.289,..
