Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Maldives,MDV,288.219,282.39,274.095,267.083,258.593,251.889,244.429,235.721,226.095,218.696,210.976,203.701,196.431,189.333,181.264,170.553,154.321,150.711,148.39,145.354,137.224,124.051,112.429,106.67,113.941,102.988,98.992,92.841,84.195,78.893,73.823,70.285,65.558,63.568,60.851,59.055,57.692,57.845,57.041,56.172,57.86,52.609,52.446,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mali,MLI,415.275,411.726,407.781,406.292,404.741,401.126,392.967,386.981,379.779,370.74,362.791,352.065,352.011,355.654,360.191,358.164,358.67,350.617,341.897,334.038,326.82,323.032,316.546,313.651,310.809,309.725,304.723,303.674,303.761,299.599,297.009,296.038,296.724,298.985,292.669,289.451,284.615,284.189,287.255,284.075,312.723,311.356,305.841,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Malta,MLT,144.048,130.226,145.868,124.079,128.067,132.389,122.95,115.11,114.926,104.582,103.676,105.784,105.294,97.837,91.665,89.945,102.858,93.757,91.646,88.829,98.555,86.163,89.571,87.679,81.886,80.573,82.067,78.692,77.136,75.364,64.021,70.288,66.413,62.594,56.113,53.663,49.224,49.28,49.449,49.162,48.614,42.594,47.57,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Marshall Islands,MHL,374.631,373.282,369.149,363.38,357.753,354.376,354.784,357.156,358.046,357.447,358.071,355.035,350.979,346.423,343.62,337.398,329.574,323.391,320.339,318.305,320.217,314.826,314.007,313.297,312.57,312.007,311.686,314.142,317.012,317.694,318.561,318.953,317.245,316.147,313.583,310.541,306.672,303.531,300.239,296.549,293.702,289.512,291.677,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mauritania,MRT,320.668,313.919,307.641,305.249,300.989,299.022,294.717,287.728,281.133,284.539,274.939,272.532,265.936,262.82,266.984,270.285,274.984,268.253,267.603,260.298,254.742,251.402,250.992,251.982,248.751,250.491,247.052,243.801,244.237,238.287,233.596,233.11,229.693,228.601,224.238,223.822,219.675,219.352,215.489,215.025,232.762,237.908,234.562,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mauritius,MUS,293.375,276.635,268.885,268.904,271.325,269.587,264.097,258.241,259.635,253.239,246.403,233.739,231.38,232.817,233.171,230.957,234.304,230.318,228.588,219.245,217.068,215.105,215.995,214.017,212.871,212.13,211.024,211.78,209.244,205.024,197.517,192.239,187.628,182.597,180.284,177.845,177.357,177.644,174.708,170.933,198.757,197.368,190.48,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mexico,MEX,308.129,300.916,291.535,281.324,271.479,263.025,256.298,251.039,246.981,243.855,241.386,239.217,236.907,234.023,230.138,224.863,218.284,210.99,203.555,196.489,190.242,185.129,181.319,178.943,178.132,179.185,181.555,184.932,188.338,190.761,191.092,189.228,186.538,184.452,184.294,187.351,193.592,200.69,205.793,205.773,283.286,288.394,196.939,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Micronesia, Fed. Sts.",FSM,290.78,284.362,280.192,266.446,258.216,252.693,250.949,248.362,241.049,238.741,231.753,229.719,229.782,223.449,223.783,214.01,209.125,201.852,198.301,194.769,191.166,180.86,184.607,177.293,175.615,176.283,169.378,171.405,174.365,176.912,176.392,176.524,177.32,177.111,179.812,183.395,183.684,190.702,198.084,207.412,219.922,219.939,217.387,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Moldova,MDA,312.759,305.15,295.276,311.337,312.541,314.504,279.721,272.095,275.613,270.203,282.102,298.744,316.053,312.176,338.168,340.801,355.026,332.421,327.546,330.342,319.773,317.883,316.45,311.342,309.153,308.818,309.39,301.03,294.526,294.039,300.012,303.717,303.644,303.294,303.041,299.509,284.432,270.453,272.06,261.404,271.998,299.916,304.748,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mongolia,MNG,314.023,313.839,314.293,312.863,311.332,319.606,326.107,325.151,323.514,322.029,321.347,319.515,319.088,318.068,318.109,317.579,336.587,335.483,322.08,313.749,322.11,339.412,354.679,356.603,353.006,361.864,350.661,345.989,340.232,336.627,331.537,323.322,313.654,305.241,296.525,287.841,281.382,272.812,263.608,254.99,250.018,261.862,246.789,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Montenegro,MNE,192.618,196.888,202.301,206.687,186.809,172.129,165.337,158.678,155.247,163.394,173.193,180.8,185.016,182.285,180.915,181.031,182.009,184.448,189.596,187.022,166.942,161.394,167.966,165.463,164.079,166.2,164.747,157.403,151.186,149.495,140.406,143.419,132.634,133.61,132.318,130.19,129.302,129.019,124.39,127.235,135.501,136.647,131.554,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Morocco,MAR,340.653,332.418,323.316,314.292,305.965,297.48,289.242,281.811,275.265,269.122,262.833,257.141,251.876,247.003,241.868,237.518,231.858,227.469,223.345,219.472,215.306,210.52,205.899,201.454,197.358,192.266,187.725,181.665,175.766,170.334,165.355,160.863,156.66,151.14,145.857,141.134,136.937,133.429,130.373,127.668,130.197,128.703,121.984,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mozambique,MOZ,423.396,454.115,452.88,452.613,598.561,596.824,583.332,587.053,444.447,441.5,437.264,438.961,437.086,432.918,434.622,439.066,438.554,439.003,441.505,441.459,443.673,445.991,450.487,453.907,456.081,458.416,458.579,460.122,458.462,451.501,448.875,441.539,433.07,420.951,410.274,397.887,384.264,368.919,359.782,347.809,355.094,409.38,397.263,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Myanmar,MMR,371.98,366.7,367.414,364.36,364.19,361.063,363.544,360.284,364.279,357.463,358.343,356.054,353.826,353.181,351.461,348.577,341.192,340.106,333.954,335.541,330.338,330.887,325.068,325.562,319.619,316.507,308.957,303.356,331.972,295.141,293.963,288.815,286.794,276.409,275.411,268.881,268.477,267.665,258.437,257.395,251.896,278.762,249.438,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Namibia,NAM,434.156,433.34,427.013,422.858,414.652,408.973,403.401,393.026,397.838,321.86,328.21,338.592,353.008,370.573,396.532,426.414,465.726,500.644,533.507,562.005,586.278,601.809,605.937,608.337,609.69,604.191,601.465,590.573,581.899,571.569,560.469,550.465,526.753,505.335,475.479,454.913,436.567,425.564,419.617,409.246,415.244,496.221,521.268,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nauru,NRU,382.039,373.919,378.229,383.297,391.245,396.518,401.721,406.56,410.425,411.432,415.844,420.192,424.738,429.572,424.867,427.776,439.77,460.16,469.082,479.177,476.191,482.827,489.215,491.593,490.716,490.025,485.986,483.253,477.911,471.409,462.848,451.332,445.467,437.636,427.165,419.602,412.713,409.1,405.662,403.608,404.431,397.997,394.796,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nepal,NPL,391.235,388.144,382.618,377.376,366.905,360.832,354.939,344.429,340.464,328.269,322.506,316.917,304.478,298.334,290.045,282.816,279.363,273.734,270.304,264.991,262.264,256.459,272.292,255.807,250.233,241.406,234.755,228.329,228.833,225.538,226.909,220.58,220.155,213.731,212.929,222.232,205.055,204.57,205.642,197.129,201.323,215.823,187.801,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Netherlands,NLD,136.774,132.179,132.234,128.507,127.945,126.736,127.161,122.939,117.482,119.006,116.432,112.828,111.081,113.083,107.863,106.144,105.666,101.52,99.988,100.391,100.046,97.454,94.149,93.558,89.467,82.862,80.784,78.375,78.423,75.442,74.179,72.066,71.928,70.412,67.33,66.691,65.56,64.74,63.963,62.374,64.743,67.297,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,New Caledonia,NCL,262.316,255.86,248.484,245.137,231.899,226.126,225.748,225.055,225.656,227.068,221.921,223.308,220.166,213.37,217.246,209.971,208.816,205.562,188.52,181.507,170.306,162.493,159.042,153.544,152.128,150.471,148.82,146.381,144.38,142.134,140.013,135.605,131.106,126.205,128.947,133.68,128.518,123.429,118.786,114.552,110.45,120.481,109.649,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,New Zealand,NZL,167.271,170.954,164.311,161.794,157.407,158.999,157.764,158.575,152.32,146.364,142.877,133.532,136.335,129.549,121.75,125.973,122.153,119.559,112.133,111.825,104.312,100.077,100.426,98.588,93.11,94.411,90.167,91.593,87.738,87.298,85.44,84.877,81.99,80.47,79.095,76.511,79.171,79.952,80.075,82.524,74.237,77.693,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nicaragua,NIC,315.864,319.138,315.864,410.211,452.615,455.686,425.5,449.559,364.325,298.251,292.294,275.481,274.486,272.247,268.786,265.953,262.07,258.101,263.042,253.424,253.04,253.967,255.185,255.718,254.654,250.578,243.988,236.501,228.001,220.551,215.099,210.678,207.727,205.393,202.537,198.756,194.048,189.873,187.337,187.874,216.975,188.247,180.183,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Niger,NER,411.654,395.358,386.495,376.777,374.764,368.408,360.62,353.542,346.037,342.44,336.77,337.337,333.79,328.315,326.924,317.089,315.047,312.953,313.524,313.29,312.371,314.259,312.844,305.818,301.378,295.811,290.549,285.945,279.829,273.62,266.331,263.941,257.051,254.589,250.698,256.035,248.855,243.116,239.18,238.442,269.44,274.319,269.6,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nigeria,NGA,402.313,400.431,404.352,402.375,404.25,410.861,415.755,416.561,416.217,414.718,419.692,429.294,432.057,431.705,437.722,441.851,444.379,441.748,435.947,430.326,423.432,419.779,420.191,415.995,413.857,408.494,403.447,401.725,398.158,392.408,389.891,384.258,383.27,381.514,381.987,381.935,376.717,375.885,372.918,370.397,377.226,386.451,364.597,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,North Macedonia,MKD,163.215,159.472,159.431,167.31,164.285,165.472,158.673,158.838,155.374,155.524,160.891,156.064,164.168,160.322,166.328,164.248,164.371,164.129,161.419,158.863,158.094,161.177,160.18,153.959,148.297,148.46,146.316,146.297,137.234,133.38,130.238,127.652,124.634,114.905,111.829,109.211,105.197,98.377,90.804,88.095,110.334,128.364,127.5,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Norway,NOR,146.518,142.89,143.489,141.316,137.271,140.496,138.078,140.156,135.988,131.553,127.55,124.126,122.745,115.746,111.776,113.537,106.706,104.405,108.449,103.474,106.629,101.212,99.014,94.188,92.071,88.359,85.973,81.324,82.741,82.932,79.608,79.947,73.747,75.058,69.462,65.805,65.857,61.92,62.496,60.834,59.917,57.611,61.947,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Oman,OMN,266.336,255.134,241.773,227.623,215.558,208.89,203.086,191.437,185.679,181.666,175.106,175.405,169.47,164.513,165.106,157.769,158.793,158.478,152.658,152.099,149.412,144.127,145.451,144.793,143.805,144.45,143.671,144.019,143.071,142.277,105.022,97.707,88.435,85.516,82.73,79.4,76.241,76.563,76.456,76.463,102.505,136.709,119.304,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Pakistan,PAK,232.43,229.081,226.526,220.69,217.798,209.662,207.013,218.39,221.592,221.518,220.051,215.073,214.217,219.487,222.09,232.304,228.836,233.351,230.072,223.135,217.473,216.806,213.86,214.317,216.834,228.576,217.61,223.694,226.541,225.354,223.069,221.59,222.094,218.614,218.746,214.322,213.777,209.9,208.923,204.448,215.472,220.77,215.259,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Panama,PAN,199.055,193.414,186.972,180.985,176.568,174.667,175.403,177.864,181.4,215.321,186.577,187.964,187.049,184.799,182.836,180.962,179.115,177.09,174.579,171.236,166.79,161.485,156.239,151.713,148.82,147.816,149.149,151.657,154.825,156.838,157.301,155.243,151.86,147.792,144.044,141.085,139.77,140.62,144.414,152.34,156.037,160.696,154.067,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Papua New Guinea,PNG,346.815,344.091,341.093,338.946,338.025,335.439,337.588,334.538,333.459,330.482,330.231,326.62,322.926,316.855,313.572,308.222,308.934,302.829,311.765,298.324,297.968,299.013,303.585,303.991,309.631,308.584,304.478,301.301,298.86,297.45,292.363,289.857,289.142,287.728,283.128,280.808,279.941,274.318,274.989,275.502,267.834,276.17,269.868,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Paraguay,PRY,234.637,232.138,228.745,227.239,223.925,221.437,218.494,215.699,213.841,215.781,211.342,211.693,212.216,212.499,213.191,214.12,215.208,215.37,216.813,217.885,219.227,220.362,224.37,221.364,220.314,219.695,217.077,212.098,208.769,205.662,203.366,200.115,196.426,192.331,191.989,188.446,185.031,183.086,183.95,183.803,198.785,236.566,231.526,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Peru,PER,251.246,254.441,260.743,270.584,277.347,261.613,253.624,246.397,240.049,236.865,230.396,232.057,230.696,228.384,224.644,224.15,219.728,215.11,209.388,201.031,192.316,183.734,175.227,168.023,162.642,159.664,158.994,160.384,160.651,162.65,161.072,155.661,151.315,146.978,143.631,142.013,142.14,142.722,141.708,138.319,184.307,209.198,187.203,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Philippines,PHL,266.6,266.579,263.324,260.976,258.853,255.276,254.801,245.963,238.576,232.167,227.59,222.657,214.346,208.005,202.451,198.282,194.406,191.631,189.025,186.831,186.041,182.943,180.463,179.049,176.581,174.408,173.288,171.232,170.044,169.391,168.077,167.239,166.201,165.874,163.711,162.725,161.883,160.841,158.765,156.406,153.067,199.595,154.088,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Poland,POL,253.129,234.404,232.015,238.723,248.296,253.297,251.726,251.079,247.804,257.549,263.085,275.534,266.296,250.274,246.964,250.173,240.011,239.422,234.724,234.584,218.94,210.367,205.384,202.643,205.111,205.076,205.685,205.691,201.651,194.365,187.605,183.327,179.576,172.362,162.874,163.904,160.653,158.785,159.562,156.201,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Portugal,PRT,193.7,198.646,187.491,190.115,187.798,182.178,180.152,175.423,176.53,168.733,174.691,177.646,176.811,173.945,163.048,167.935,172.324,164.967,162.237,159.118,153.572,151.934,148.977,145.227,137.805,140.269,135.503,129.859,125.803,122.941,121.293,118.588,114.785,112.276,109.072,104.024,103.067,102.077,100.503,95.705,101.899,100.423,98.122,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Puerto Rico,PRI,205.336,203.819,202.47,204.221,204.858,210.343,205.589,206.383,206.973,207.705,207.91,208.638,209.368,215.539,216.306,213.019,211.009,207.084,204.305,200.831,196.144,191.263,189.11,188.468,186.525,186.581,184.59,182.863,179.742,178.256,174.645,168.999,165.155,159.175,155.412,146.395,139.411,140.496,142.305,146.194,177.192,152.587,147.199,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Qatar,QAT,138.844,132.203,131.036,129.569,123.445,122.496,121.548,116.364,113.969,109.988,107.408,107.578,110.558,108.91,108.721,113.656,110.787,110.309,110.772,112.461,112.746,109.196,106.597,105.505,101.406,104.215,99.226,92.027,85.107,78.438,70.644,63.084,58.184,56.034,53.71,50.6,47.746,46.033,45.742,46.422,55.473,56.385,42.922,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Romania,ROU,221.285,220.106,216.039,224.223,222.137,231.906,229.035,235.06,235.149,231.881,231.66,237.734,249.866,251.133,255.112,260.158,269.413,265.252,253.907,245.968,234.963,237.555,249.208,264.047,269.48,251.118,240.451,227.141,216.013,210.755,208.261,199.374,197.39,186.459,185.802,185.508,177.712,167.36,163.187,155.262,164.649,174.369,173.164,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Russian Federation,RUS,362.336,356.96,348.409,350.978,359.772,332.2,283.575,282.533,287.636,303.949,316.044,322.864,363.995,442.608,486.338,465.724,426.804,391.548,383.389,416.468,442.786,451.254,462.026,471.204,463.583,464.707,427.15,400.361,394.27,369.933,365.448,346.714,332.064,321.874,321.526,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Rwanda,RWA,358.679,354.974,352.791,363.178,374.874,389.914,406.059,425.201,439.02,457.086,510.083,552.027,594.41,631.447,999.942,617.016,586.261,596.525,585.864,504.692,462.487,441.741,413.441,377.789,354.734,338.011,330.864,320.689,314.474,309.222,311.182,310.016,301.29,291.767,292.108,284.929,285.275,282.546,273.304,272.136,270.464,276.693,263.376,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Samoa,WSM,306.037,302.45,298.13,293.505,287.894,283.217,278.366,274.226,269.254,264.631,259.655,254.865,248.596,243.154,238.666,233.14,228.405,223.667,218.698,213.958,209.098,204.347,199.84,195.808,192.124,188.984,185.242,183.133,181.49,201.078,178.303,177.119,176.806,174.823,173.448,172.653,172.388,171.913,171.649,178.682,171.301,171.562,172.458,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sao Tome and Principe,STP,263.418,262.958,260.008,259.26,258.809,246.932,290.142,241.303,243.894,268.547,254.605,257.468,262.683,269.199,275.339,278.628,281.979,285.469,294.737,293.358,290.73,289.258,286.927,284.194,286.28,294.372,291.022,287.345,288.313,299.16,300.77,310.826,305.872,293.535,292.851,284.995,283.424,273.377,274.184,273.188,283.596,282.073,269.71,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Saudi Arabia,SAU,231.073,223.39,210.936,203.609,198.054,192.047,186.83,185.778,180.37,176.315,170.897,169.86,163.404,158.964,157.109,153.152,153.928,153.415,146.747,148.217,145.028,135.453,131.653,129.212,125.585,117.877,115.76,112.847,110.625,108.462,107.731,99.763,98.539,98.106,98.183,98.495,98.799,100.027,101.809,100.896,108.383,99.919,95.414,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Senegal,SEN,360.183,355.375,348.599,345.36,338.204,333.668,323.121,315.939,309.251,304.746,300.716,296.909,297.154,297.667,293.168,292.576,292.052,295.64,299.204,293.064,291.876,288.618,282.572,279.511,270.197,263.054,257.684,251.461,246.275,242.969,237.527,233.924,236.298,232.259,225.862,226.353,220.363,219.588,213.609,213.154,218.124,236.093,227.858,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Serbia,SRB,211.567,214.79,217.408,222.564,223.215,219.855,218.986,218.75,214.513,213.03,209.401,206.363,205.602,203.422,200.796,195.878,199.584,199.054,207.934,234.544,206.112,193.467,195.287,194.966,194.425,192.815,184.815,181.165,176.473,174.728,168.661,162.107,156.518,148.746,145.243,142.205,134.745,132.162,126.918,123.579,137.869,146.106,145.39,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Seychelles,SYC,346.178,338.588,331.112,323.329,315.355,309.495,301.802,295.911,275.09,284.252,298.71,306.248,318.209,323.288,316.796,319.843,307.704,304.922,296.545,292.185,284.516,280.392,274.677,259.227,254.464,246.325,240.163,232.129,225.424,217.677,210.951,196.719,194.958,193.033,195.351,195.915,196.079,193.818,191.428,188.008,203.992,229.537,221.889,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sierra Leone,SLE,395.405,395.41,395.767,394.391,394.44,399.909,405.647,402.815,406.851,409.996,412.35,433.719,438.824,442.839,464.884,481.568,453.577,461.609,510.444,578.595,446.7,442.127,428.281,421.666,413.646,405.842,386.195,371.797,354.739,338.457,324.612,312.996,303.509,294.542,296.724,288.18,273.895,273.177,260.713,255.168,270.279,266.648,262.899,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Singapore,SGP,185.499,183.132,180.185,174.452,166.287,157.129,148.566,142.2,143.214,140.809,140.276,137.76,134.539,131.877,129.575,127.992,121.967,114.662,107.133,101.768,96.383,95.813,95.822,96.388,93.318,88.885,85.514,83.127,80.426,77.232,74.273,71.801,69.489,66.841,65.729,64.373,63.077,61.249,59.264,56.933,58.622,56.184,55.418,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sint Maarten (Dutch part),SXM,171.111,169.615,152.535,148.826,149.666,151.91,155.59,153.698,141.575,146.438,152.559,159.569,151.388,154.266,153.713,152.751,146.71,135.343,138.905,119.626,126.105,126.105,121.982,130.816,129.651,113.751,109.388,117.435,113.401,118.982,124.812,125.937,127.073,126.755,108.939,106.717,106.717,125.249,124.689,124.038,125.258,135.329,130.994,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Slovak Republic,SVK,239.159,244.415,241.225,251.011,253.812,248.506,246.626,252.487,251.634,263.772,270.598,260.513,256.789,243.268,231.282,229.482,220.244,225.281,230.099,223.433,216.472,210.583,211.888,209.11,197.437,201.479,196.185,196.749,195.564,184.574,175.091,170.598,164.172,156.215,154.427,156.171,144.495,144.821,147.894,140.371,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Slovenia,SVN,..,..,..,256.983,248.292,239.51,225.918,240.887,221.915,218.479,206.041,207.895,203.582,213.897,201.126,186.767,180.221,183.499,179.693,171.916,168.105,170.244,161.651,166.365,152.943,140.076,148.874,139.605,133.547,124.194,120.569,111.445,110.594,106.14,94.604,101.185,97.882,90.934,87.09,87.422,..,..,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Solomon Islands,SLB,314.425,311.126,307.331,305.099,302.535,298.946,299.21,292.113,288.877,285.429,282.071,278.653,275.536,271.712,267.919,264.303,259.929,257.039,253.172,250.075,246.532,243.507,239.844,236.792,233.087,229.906,226.47,225.647,220.018,217.889,213.9,211.065,207.986,205.577,203.57,198.706,195.542,192.357,189.397,185.829,185.69,183.014,182.723,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Somalia,SOM,399.7,397.977,396.641,393.353,390.49,394.798,394.733,386.142,579.641,514.035,510.176,688.988,645.031,372.451,378.015,376.066,378.397,376.865,371.476,374.564,370.798,369.641,369.789,374.348,377.066,374.158,379.36,384.247,377.452,364.902,392.414,375.559,365.258,356.271,358.042,350.86,356.221,346.042,337.836,325.25,356.462,381.051,372.855,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,South Africa,ZAF,353.012,349.383,343.027,338.359,333.195,329.022,326.368,327.494,331.261,336.404,346.736,361.68,362.518,374.247,380.118,384.63,408.419,420.179,434.464,448.28,472.925,489.674,514.914,539.331,543.768,544.067,545.462,539.73,526.715,509.691,482.722,457.707,432.358,419.532,403.001,392.511,381.398,369.708,360.378,341.836,353.927,399.441,416.314,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,South Sudan,SSD,489.05,486.005,484.973,582.713,653.412,647.268,640.267,879.262,825.851,738.441,737.639,737.761,877.601,880.818,443.045,740.692,737.911,725.41,897.873,510.036,458.298,449.922,445.868,395.912,390.383,385.511,382.681,377.338,371.63,374.076,360.965,371.245,355.763,361.312,397.595,373.805,375.85,384.434,360.603,360.368,370.95,379.954,373.919,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Spain,ESP,145.031,143.009,138.08,139.023,139.805,141.379,138.158,138.56,142.042,145.002,144.769,146.386,143.36,139.883,137.579,137.928,135.784,125.842,121.282,122.004,118.721,116.551,114.494,113.835,109.517,107.352,103.369,100.531,96.788,92.228,88.989,85.896,83.213,79.599,77.539,77.049,74.559,73.051,72.324,69.622,74.242,71.991,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sri Lanka,LKA,227.165,224.313,221,221.049,222.426,223.065,221.587,228.858,234.288,278.172,233.626,243.051,224.095,210.018,212.863,233.609,229.63,234.565,235.395,223.478,256.844,246.461,238.44,233.176,271.204,220.676,235.468,235.747,256.465,288.336,202.601,200.363,190.533,187.401,179.633,174.89,169.258,167.145,161.052,157.593,152.109,139.991,151.696,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Kitts and Nevis,KNA,306.582,284.905,265.683,267.825,280.461,291.82,297.522,294.456,295.364,303.606,305.71,290.857,273.795,262.16,271.312,277.3,271.579,259.84,258.7,246.016,233.47,224.103,224.169,222.579,218.263,211.698,210.805,212.726,214.082,216.544,219.437,220.74,223.178,230.943,239.972,242.713,237.899,234.778,236.04,234.936,234.91,235.148,229.033,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,St. Lucia,LCA,231.364,224.61,212.729,197.347,199.178,213.106,211.258,214.73,211.9,209.539,207.067,204.728,209.136,200.159,200.802,202.367,199.545,193.695,195.221,201.606,208.653,208.808,206.909,203.32,197.273,191.967,186.434,181.283,176.685,176.042,172.266,168.167,169.472,175.039,178.539,175.032,180.826,185.175,181.989,181.882,182.888,215.969,212.896,..
